inchikey,partition,fold,representation,algorithm,label,y_true,y_pred
VHMBOLLMTSJADJ-UHFFFAOYSA-N,0,0,ChemBERTa-CLS,RF,RF + ChemBERTa-CLS,7.48,7.269401666666667
VHUHAUBXPXCHGU-UHFFFAOYSA-N,0,3,ChemBERTa-CLS,RF,RF + ChemBERTa-CLS,7.36,6.730411666666677
VHXGUMGNAHRKJN-GTPINHCMSA-N,0,1,ChemBERTa-CLS,RF,RF + ChemBERTa-CLS,8.15,8.093664999999998
VIBZVCTVDABVAD-UHFFFAOYSA-N,0,0,ChemBERTa-CLS,RF,RF + ChemBERTa-CLS,8.52,8.179249999999993
VIGYQGXGPVTFTN-IPVJXJPOSA-N,0,2,ChemBERTa-CLS,RF,RF + ChemBERTa-CLS,7.82,7.534258000000013
VIJLKGFAZJGZBA-JYAVWHMHSA-N,0,0,ChemBERTa-CLS,RF,RF + ChemBERTa-CLS,6.33,7.206731571428574
VIKBLYZHPHWKGJ-CVEARBPZSA-N,0,1,ChemBERTa-CLS,RF,RF + ChemBERTa-CLS,6.79,7.327154999999991
VILMMYYNTBYFJR-WOSRLPQWSA-N,0,0,ChemBERTa-CLS,RF,RF + ChemBERTa-CLS,6.485,7.446979333333336
VILMMYYNTBYFJR-WWGRRREGSA-N,0,0,ChemBERTa-CLS,RF,RF + ChemBERTa-CLS,6.869999999999999,7.446979333333336
VJCDMKPFUPJSKB-JOYOIKCWSA-N,0,0,ChemBERTa-CLS,RF,RF + ChemBERTa-CLS,6.09,6.818692666666662
VJONDNDXWADLLZ-XVAYZXCPSA-N,0,1,ChemBERTa-CLS,RF,RF + ChemBERTa-CLS,6.47,7.383715000000007
VJUMGXLZSHPUNN-NQZBTDCJSA-N,0,1,ChemBERTa-CLS,RF,RF + ChemBERTa-CLS,8.21,7.428062666666674
VJXIKTQSMMQMOO-UHFFFAOYSA-N,0,1,ChemBERTa-CLS,RF,RF + ChemBERTa-CLS,7.3,7.679511333333333
VKEJLWJCORBCGU-FOLVSLTJSA-N,0,0,ChemBERTa-CLS,RF,RF + ChemBERTa-CLS,7.19,7.167867
VKGALBIMDXIQFI-LBPRGKRZSA-N,0,2,ChemBERTa-CLS,RF,RF + ChemBERTa-CLS,7.12,7.566750833333341
VKKOCICLFSXEBL-ATCWAGBWSA-N,0,0,ChemBERTa-CLS,RF,RF + ChemBERTa-CLS,8.01,7.385277499999993
VKWXCYKBWXMGFK-HKUYNNGSSA-N,0,2,ChemBERTa-CLS,RF,RF + ChemBERTa-CLS,7.58,7.070655000000002
VLDNGTWOASGEFF-MNZLEMJZSA-N,0,4,ChemBERTa-CLS,RF,RF + ChemBERTa-CLS,6.98,7.302257619047621
VMAXALUQDNFBND-WOSRLPQWSA-N,0,0,ChemBERTa-CLS,RF,RF + ChemBERTa-CLS,7.02,7.226039000000007
VMAXALUQDNFBND-WWGRRREGSA-N,0,0,ChemBERTa-CLS,RF,RF + ChemBERTa-CLS,6.68,7.226039000000007
VMBJLCVTNLJTJY-SMDDNHRTSA-N,0,2,ChemBERTa-CLS,RF,RF + ChemBERTa-CLS,7.065,7.434126833333343
VMNVUJVEHZEIDG-UHFFFAOYSA-N,0,4,ChemBERTa-CLS,RF,RF + ChemBERTa-CLS,6.55,5.805447000000004
VMPWGDIXDVYPGX-MQMHXKEQSA-N,0,1,ChemBERTa-CLS,RF,RF + ChemBERTa-CLS,8.23,7.554704523809521
VNGNWQRJLQMWOH-NNGSBXSVSA-N,0,1,ChemBERTa-CLS,RF,RF + ChemBERTa-CLS,8.3,8.143735000000019
VNJLGYMVCORAFF-ZLPCBKJTSA-N,0,1,ChemBERTa-CLS,RF,RF + ChemBERTa-CLS,7.66,8.068019000000017
VNQKLEKERUCARK-UHFFFAOYSA-N,0,1,ChemBERTa-CLS,RF,RF + ChemBERTa-CLS,7.14,7.342299999999982
VOGVDBAXZDBCON-GXTWGEPZSA-N,0,2,ChemBERTa-CLS,RF,RF + ChemBERTa-CLS,7.790000000000001,7.791983333333344
VOMFXUVVWBXJSA-LBPRGKRZSA-N,0,1,ChemBERTa-CLS,RF,RF + ChemBERTa-CLS,7.09,7.168039000000002
VPDMFKCWLDVZER-MWTRTKDXSA-N,0,3,ChemBERTa-CLS,RF,RF + ChemBERTa-CLS,7.6,7.419140833333338
VPEVJZHGWCCMBL-UHFFFAOYSA-N,0,3,ChemBERTa-CLS,RF,RF + ChemBERTa-CLS,4.69,5.901115833333339
VPKMJOYLVJNYJL-NQIIRXRSSA-N,0,4,ChemBERTa-CLS,RF,RF + ChemBERTa-CLS,6.11,7.486022666666676
VPRQKNRUPOPQIY-ZLPCBKJTSA-N,0,0,ChemBERTa-CLS,RF,RF + ChemBERTa-CLS,8.1,7.862403333333344
VPUPKQJXPYSPGR-UHFFFAOYSA-N,0,4,ChemBERTa-CLS,RF,RF + ChemBERTa-CLS,5.6,5.784983809523815
VPYNPZTUFWXLRA-BEFAXECRSA-N,0,4,ChemBERTa-CLS,RF,RF + ChemBERTa-CLS,6.54,6.935545547619024
VQFGKTDMHDUGMB-QHCPKHFHSA-N,0,3,ChemBERTa-CLS,RF,RF + ChemBERTa-CLS,7.01,7.221059999999998
VRGTYOISGMRJHU-WMLDXEAASA-N,0,4,ChemBERTa-CLS,RF,RF + ChemBERTa-CLS,7.04,7.373709999999993
VRIIXYBJLRKPFF-UHFFFAOYSA-N,0,0,ChemBERTa-CLS,RF,RF + ChemBERTa-CLS,5.65,6.6909020555555605
VSBSCGNEPYTOEU-INIZCTEOSA-N,0,3,ChemBERTa-CLS,RF,RF + ChemBERTa-CLS,8.15,7.189328666666668
VSBSCGNEPYTOEU-MRXNPFEDSA-N,0,3,ChemBERTa-CLS,RF,RF + ChemBERTa-CLS,6.48,7.189328666666668
VSCCSUZOKQGWHC-UHFFFAOYSA-N,0,3,ChemBERTa-CLS,RF,RF + ChemBERTa-CLS,7.09,6.798351000000012
VSHDIFLHXQISHJ-IYVRIMFBSA-N,0,2,ChemBERTa-CLS,RF,RF + ChemBERTa-CLS,7.77,7.583391333333343
VSNLJSZHSKJANJ-SWLSCSKDSA-N,0,2,ChemBERTa-CLS,RF,RF + ChemBERTa-CLS,8.135,7.778466499999975
VSOGEYDZUOFVFT-WCQYABFASA-N,0,2,ChemBERTa-CLS,RF,RF + ChemBERTa-CLS,8.280000000000001,7.7636110000000125
VSTBRXGRZBGLGG-CVEARBPZSA-N,0,4,ChemBERTa-CLS,RF,RF + ChemBERTa-CLS,7.39,7.021666833333329
VTGKGYFBEZNAEB-RBUKOAKNSA-N,0,1,ChemBERTa-CLS,RF,RF + ChemBERTa-CLS,5.17,6.208072499999997
VTNRBCCGYCMWJN-QAPCUYQASA-N,0,0,ChemBERTa-CLS,RF,RF + ChemBERTa-CLS,7.85,7.467083000000012
VTRQWSXLXNAIDP-CVEARBPZSA-N,0,4,ChemBERTa-CLS,RF,RF + ChemBERTa-CLS,7.45,6.980585000000003
VTSOGNSWENHMHJ-ZDUSSCGKSA-N,0,2,ChemBERTa-CLS,RF,RF + ChemBERTa-CLS,7.64,7.994799999999994
VTWUTVSNVHXAAN-QFIPXVFZSA-N,0,2,ChemBERTa-CLS,RF,RF + ChemBERTa-CLS,6.92,7.255485999999996
VULWTIVIQWVISE-ZDUSSCGKSA-N,0,1,ChemBERTa-CLS,RF,RF + ChemBERTa-CLS,7.7,7.531223333333337
VUNVEPXLRREAJZ-QFIPXVFZSA-N,0,0,ChemBERTa-CLS,RF,RF + ChemBERTa-CLS,7.07,7.213203999999998
VURKFVAAAJRATF-QHCPKHFHSA-N,0,0,ChemBERTa-CLS,RF,RF + ChemBERTa-CLS,7.09,7.309766666666672
VUXIUBYPGSGYOG-NSHDSACASA-N,0,4,ChemBERTa-CLS,RF,RF + ChemBERTa-CLS,8.7,7.733969999999996
VVCPLJSSXGMPAM-JTQLQIEISA-N,0,1,ChemBERTa-CLS,RF,RF + ChemBERTa-CLS,6.66,7.87951666666666
VVHXXMHMQYUMOB-CSKARUKUSA-N,0,1,ChemBERTa-CLS,RF,RF + ChemBERTa-CLS,4.49,5.759446666666674
VXOZSZSKUPUEEM-DEOSSOPVSA-N,0,4,ChemBERTa-CLS,RF,RF + ChemBERTa-CLS,8.05,7.177179999999985
VXQNLHFXPSARMB-UHFFFAOYSA-N,0,2,ChemBERTa-CLS,RF,RF + ChemBERTa-CLS,7.6,8.327250000000017
VXQZDEWJIDRLFT-FHERZECASA-N,0,1,ChemBERTa-CLS,RF,RF + ChemBERTa-CLS,7.7,8.085986000000002
VYLZSBLGYLCVCW-UHFFFAOYSA-N,0,2,ChemBERTa-CLS,RF,RF + ChemBERTa-CLS,7.04,6.515922500000004
VZODASFOEMYPIW-ZLPCBKJTSA-N,0,2,ChemBERTa-CLS,RF,RF + ChemBERTa-CLS,8.4,8.221246666666662
VZQJQNIXPKBELC-UHFFFAOYSA-N,0,3,ChemBERTa-CLS,RF,RF + ChemBERTa-CLS,8.27,7.569872666666675
WANOURMQWPDLQC-CZIWCDLHSA-N,0,1,ChemBERTa-CLS,RF,RF + ChemBERTa-CLS,8.31,7.538298333333348
WAPBFSGWBDTJBA-DEOSSOPVSA-N,0,1,ChemBERTa-CLS,RF,RF + ChemBERTa-CLS,7.31,7.4612900000000275
WAQZJHCNMYVEFU-SHTZXODSSA-N,0,2,ChemBERTa-CLS,RF,RF + ChemBERTa-CLS,7.91,7.623089119047623
WAYMWUNFXOUAAZ-NFOMZHRRSA-N,0,2,ChemBERTa-CLS,RF,RF + ChemBERTa-CLS,8.7,8.03747999999998
WAZNEQRWKNTWPH-KEKNWZKVSA-N,0,4,ChemBERTa-CLS,RF,RF + ChemBERTa-CLS,7.03,7.023883666666663
WBVIPJUKXQYVQJ-CHBKHGQFSA-N,0,1,ChemBERTa-CLS,RF,RF + ChemBERTa-CLS,5.34,5.502542285714307
WDDRIHJTMRONAI-UHFFFAOYSA-N,0,0,ChemBERTa-CLS,RF,RF + ChemBERTa-CLS,6.54,7.930584999999992
WDMXXUBLSSBLHB-XLIONFOSSA-N,0,4,ChemBERTa-CLS,RF,RF + ChemBERTa-CLS,7.64,7.323849166666671
WEALJYMFDYMJHE-SMDDNHRTSA-N,0,2,ChemBERTa-CLS,RF,RF + ChemBERTa-CLS,6.635,7.513406999999999
WEDVMUWMFDQGFT-UHFFFAOYSA-N,0,4,ChemBERTa-CLS,RF,RF + ChemBERTa-CLS,7.3,6.688173857142856
WEFIFVXGXRGPEV-RUYXUALKSA-N,0,2,ChemBERTa-CLS,RF,RF + ChemBERTa-CLS,7.395,7.183628238095244
WEUURVDRAOHVLV-UHFFFAOYSA-N,0,2,ChemBERTa-CLS,RF,RF + ChemBERTa-CLS,5.68,6.600634666666663
WFRBOQVBZZCYFX-AWEZNQCLSA-N,0,1,ChemBERTa-CLS,RF,RF + ChemBERTa-CLS,8.52,7.543192000000003
WHCSBGLJMIAOLK-UHFFFAOYSA-N,0,3,ChemBERTa-CLS,RF,RF + ChemBERTa-CLS,5.96,5.763369999999999
WHEWGFMWWBERPN-LBPRGKRZSA-N,0,3,ChemBERTa-CLS,RF,RF + ChemBERTa-CLS,8.0,7.693426666666659
WHIUHQPWEZUUHM-UHFFFAOYSA-N,0,3,ChemBERTa-CLS,RF,RF + ChemBERTa-CLS,6.92,7.103094999999997
WHMQPBBEQUUJIS-UXHICEINSA-N,0,2,ChemBERTa-CLS,RF,RF + ChemBERTa-CLS,8.28,7.186513857142864
WHNBDATYZDNLNU-UZLBHIALSA-N,0,4,ChemBERTa-CLS,RF,RF + ChemBERTa-CLS,6.64,6.650331333333324
WHRUWUNTYKZUED-QRWLVFNGSA-N,0,3,ChemBERTa-CLS,RF,RF + ChemBERTa-CLS,7.48,7.490368333333325
WJDFEEOHLQQEHJ-MNZLEMJZSA-N,0,0,ChemBERTa-CLS,RF,RF + ChemBERTa-CLS,7.105,7.343565404761883
WJPADCWRQZUXDF-JEYLPNPQSA-N,0,0,ChemBERTa-CLS,RF,RF + ChemBERTa-CLS,8.22,8.306199999999986
WJZDKUCGKVPPTC-ZDUSSCGKSA-N,0,3,ChemBERTa-CLS,RF,RF + ChemBERTa-CLS,7.77,7.976269999999998
WJZXCEKQIHMNMF-QAQDUYKDSA-N,0,1,ChemBERTa-CLS,RF,RF + ChemBERTa-CLS,8.59,7.358300000000007
WKEBOVLUILWQBJ-JEYLPNPQSA-N,0,1,ChemBERTa-CLS,RF,RF + ChemBERTa-CLS,8.1,8.029138333333318
WKEGRPVOXGQXBX-UHFFFAOYSA-N,0,2,ChemBERTa-CLS,RF,RF + ChemBERTa-CLS,7.33,6.835070000000011
WKUPALPZCCQPCO-GXTWGEPZSA-N,0,2,ChemBERTa-CLS,RF,RF + ChemBERTa-CLS,7.54,7.506032333333337
WLECDKWIOLJXDF-UHFFFAOYSA-N,0,3,ChemBERTa-CLS,RF,RF + ChemBERTa-CLS,8.4,8.551819999999994
WLIICQUGYWLQHL-MISXGVKJSA-N,0,0,ChemBERTa-CLS,RF,RF + ChemBERTa-CLS,7.87,7.337881904761896
WLLMEIDDRLNDDG-UHFFFAOYSA-N,0,1,ChemBERTa-CLS,RF,RF + ChemBERTa-CLS,7.24,7.248464999999999
WMBOCUXXNSOQHM-FLIBITNWSA-N,0,4,ChemBERTa-CLS,RF,RF + ChemBERTa-CLS,4.64,5.868624666666666
WMCARGAXENGYJD-QMMMGPOBSA-N,0,0,ChemBERTa-CLS,RF,RF + ChemBERTa-CLS,7.96,6.034033000000005
WMQGYUJRYHBKTK-OOHWJJMZSA-N,0,1,ChemBERTa-CLS,RF,RF + ChemBERTa-CLS,8.4,8.08625333333334
WNGOEYHEIHEHSY-NSHDSACASA-N,0,2,ChemBERTa-CLS,RF,RF + ChemBERTa-CLS,7.07,7.785159999999985
WNIFMMBGRDWVSC-UHFFFAOYSA-N,0,0,ChemBERTa-CLS,RF,RF + ChemBERTa-CLS,6.42,7.011346119047628
WOIUQWYXFIXJME-GXTWGEPZSA-N,0,2,ChemBERTa-CLS,RF,RF + ChemBERTa-CLS,7.82,7.550130999999999
WOKJMDDDXREZDG-ZDUSSCGKSA-N,0,2,ChemBERTa-CLS,RF,RF + ChemBERTa-CLS,7.7,7.570027500000002
WPNNDKHQYVORDG-UHFFFAOYSA-N,0,4,ChemBERTa-CLS,RF,RF + ChemBERTa-CLS,5.91,5.927166999999999
WPTBYMVYHGHIDZ-CTYIDZIISA-N,0,4,ChemBERTa-CLS,RF,RF + ChemBERTa-CLS,7.34,7.331397000000003
WPTCSNGQXKAVFR-UHFFFAOYSA-N,0,3,ChemBERTa-CLS,RF,RF + ChemBERTa-CLS,6.88,5.82004966666667
WPWRLCNFHLWQGC-UHFFFAOYSA-N,0,3,ChemBERTa-CLS,RF,RF + ChemBERTa-CLS,7.32,7.286338333333337
WQGVDODKSWKQSI-WMLDXEAASA-N,0,2,ChemBERTa-CLS,RF,RF + ChemBERTa-CLS,7.92,7.376590333333335
WRDLKTQRPOZITC-QWPOMPHKSA-N,0,1,ChemBERTa-CLS,RF,RF + ChemBERTa-CLS,6.24,5.642303571428586
WRJCSDBKLNHRAA-UKRRQHHQSA-N,0,3,ChemBERTa-CLS,RF,RF + ChemBERTa-CLS,8.08,7.370586666666677
WRZHLIPHQKQFBS-LBPRGKRZSA-N,0,0,ChemBERTa-CLS,RF,RF + ChemBERTa-CLS,7.64,7.791960000000004
WSCIGUKLFPKXFX-UHFFFAOYSA-N,0,1,ChemBERTa-CLS,RF,RF + ChemBERTa-CLS,6.29,7.029090166666662
WSJBTMAJFBDGCQ-HALDLXJZSA-N,0,2,ChemBERTa-CLS,RF,RF + ChemBERTa-CLS,8.21,7.32708999999999
WSJNOMFLZGTWKZ-UHFFFAOYSA-N,0,4,ChemBERTa-CLS,RF,RF + ChemBERTa-CLS,6.51,6.586344
WSKZYWSLEMVSGM-GXTWGEPZSA-N,0,4,ChemBERTa-CLS,RF,RF + ChemBERTa-CLS,7.27,7.538037333333335
WTGZNWPLWZWQKH-GOEBONIOSA-N,0,1,ChemBERTa-CLS,RF,RF + ChemBERTa-CLS,7.914999999999999,7.626969642857149
WTULWADTNMDTBI-LAQFHYBYSA-N,0,0,ChemBERTa-CLS,RF,RF + ChemBERTa-CLS,7.439999999999999,7.652042499999996
WVCGIOBBHJGFNT-AEFFLSMTSA-N,0,4,ChemBERTa-CLS,RF,RF + ChemBERTa-CLS,7.7,6.026812000000003
WVKCCUFMMHZVRZ-QFIPXVFZSA-N,0,2,ChemBERTa-CLS,RF,RF + ChemBERTa-CLS,7.35,7.365183666666691
WVPZXHRZPLFNOG-GCJKJVERSA-N,0,2,ChemBERTa-CLS,RF,RF + ChemBERTa-CLS,7.07,7.21025866666667
WVSRIYBLNXSMHQ-UHFFFAOYSA-N,0,0,ChemBERTa-CLS,RF,RF + ChemBERTa-CLS,6.08,7.13519816666667
WWMLUCZLWNRNST-UHFFFAOYSA-N,0,1,ChemBERTa-CLS,RF,RF + ChemBERTa-CLS,5.35,5.681370952380958
WWXUELOIDKMRSB-HSQYWUDLSA-N,0,1,ChemBERTa-CLS,RF,RF + ChemBERTa-CLS,8.1,7.366682999999997
WXHSFVIZINIMIS-LAQFHYBYSA-N,0,4,ChemBERTa-CLS,RF,RF + ChemBERTa-CLS,7.484999999999999,7.521090000000031
WXUGHBCPMLOGEV-WCQYABFASA-N,0,4,ChemBERTa-CLS,RF,RF + ChemBERTa-CLS,7.675,7.569020000000005
WYUJVHUKAKUWIA-ZDUSSCGKSA-N,0,1,ChemBERTa-CLS,RF,RF + ChemBERTa-CLS,7.48,7.514047500000002
WYUPYGSKFFBOSP-UHFFFAOYSA-N,0,2,ChemBERTa-CLS,RF,RF + ChemBERTa-CLS,6.39,7.310767833333333
WYXGQTJNYMMMLO-YJYMSZOUSA-N,0,3,ChemBERTa-CLS,RF,RF + ChemBERTa-CLS,6.48,7.037132833333323
WZFVQGWXJBTVEA-UHFFFAOYSA-N,0,4,ChemBERTa-CLS,RF,RF + ChemBERTa-CLS,8.38,7.539853333333337
WZQMWEAVTLSMOF-HBYGRHMLSA-N,0,0,ChemBERTa-CLS,RF,RF + ChemBERTa-CLS,8.015,7.529869499999998
WZRMLPCUQNQCPB-LBPRGKRZSA-N,0,1,ChemBERTa-CLS,RF,RF + ChemBERTa-CLS,8.3,8.306799999999999
WZUBEZISDJUWBT-UHFFFAOYSA-N,0,3,ChemBERTa-CLS,RF,RF + ChemBERTa-CLS,6.84,6.587875833333328
XAPDVOAYLTUITQ-GOEBONIOSA-N,0,2,ChemBERTa-CLS,RF,RF + ChemBERTa-CLS,7.305,7.582760666666667
XAQVIFGRTKIRES-SHTZXODSSA-N,0,3,ChemBERTa-CLS,RF,RF + ChemBERTa-CLS,7.17,7.1044332499999925
XATNITDFSRCWBI-HALDLXJZSA-N,0,3,ChemBERTa-CLS,RF,RF + ChemBERTa-CLS,7.235,7.423195666666666
XAUSPLMRLISGMX-DZGCQCFKSA-N,0,2,ChemBERTa-CLS,RF,RF + ChemBERTa-CLS,7.460000000000001,6.1456550000000005
XBAHUCXUJNKOON-VIKVFOODSA-N,0,0,ChemBERTa-CLS,RF,RF + ChemBERTa-CLS,6.8100000000000005,7.490680833333336
XBDHVGWQURBFBB-VIKVFOODSA-N,0,3,ChemBERTa-CLS,RF,RF + ChemBERTa-CLS,7.255,7.367156000000007
XBVPSHSACOJVOQ-BFYDXBDKSA-N,0,4,ChemBERTa-CLS,RF,RF + ChemBERTa-CLS,7.65,7.295519000000007
XBWKDGVOHTXIQZ-KWUMSVIQSA-N,0,2,ChemBERTa-CLS,RF,RF + ChemBERTa-CLS,7.17,7.41244833333333
XCCZAIUWVCKNCM-ATCWAGBWSA-N,0,0,ChemBERTa-CLS,RF,RF + ChemBERTa-CLS,7.83,7.351234166666666
XCKMEJHQIGJSCX-NNGSBXSVSA-N,0,2,ChemBERTa-CLS,RF,RF + ChemBERTa-CLS,8.4,8.321691666666684
XCZDOORZBGHHNA-UHFFFAOYSA-N,0,1,ChemBERTa-CLS,RF,RF + ChemBERTa-CLS,8.25,7.877360000000002
XCZHKBOHEHELPS-NHAGDIPZSA-N,0,0,ChemBERTa-CLS,RF,RF + ChemBERTa-CLS,6.11,7.161074166666672
XEAVDNWRYBZHOZ-UHFFFAOYSA-N,0,3,ChemBERTa-CLS,RF,RF + ChemBERTa-CLS,8.19,7.588199666666672
XEQNNSKBWZVZOZ-JPYJTQIMSA-N,0,2,ChemBERTa-CLS,RF,RF + ChemBERTa-CLS,5.57,7.013104095238093
XFAKQJSOOQVAHX-UHFFFAOYSA-N,0,0,ChemBERTa-CLS,RF,RF + ChemBERTa-CLS,6.0,5.9196500000000025
XFEQHDMOKHJBAP-UHFFFAOYSA-N,0,0,ChemBERTa-CLS,RF,RF + ChemBERTa-CLS,7.04,7.813200952380947
XFZJKVPNNLXVDR-IGEOTXOUSA-N,0,3,ChemBERTa-CLS,RF,RF + ChemBERTa-CLS,8.52,8.244500000000002
XGHHYTJFVHPJRP-ZLPCBKJTSA-N,0,0,ChemBERTa-CLS,RF,RF + ChemBERTa-CLS,8.22,7.758299999999999
XGOIBVXKMMOVSQ-UHFFFAOYSA-N,0,4,ChemBERTa-CLS,RF,RF + ChemBERTa-CLS,6.87,7.111191000000016
XGOLSZDFWDNITO-PKOBYXMFSA-N,0,4,ChemBERTa-CLS,RF,RF + ChemBERTa-CLS,6.54,5.903807333333335
XGTNKOQJOGMILW-HAQNSBGRSA-N,0,0,ChemBERTa-CLS,RF,RF + ChemBERTa-CLS,7.52,7.416735666666677
XGTQXOATUIFTGC-WMLDXEAASA-N,0,0,ChemBERTa-CLS,RF,RF + ChemBERTa-CLS,8.52,8.331269999999998
XGTQXOATUIFTGC-YOEHRIQHSA-N,0,0,ChemBERTa-CLS,RF,RF + ChemBERTa-CLS,8.4,8.331269999999998
XHJBOXFNVSPYJI-KNQAVFIVSA-N,0,3,ChemBERTa-CLS,RF,RF + ChemBERTa-CLS,7.54,7.387041333333354
XHWHHZLLSITQCM-FOLVSLTJSA-N,0,4,ChemBERTa-CLS,RF,RF + ChemBERTa-CLS,7.12,7.002486000000004
XIEDEBMSVCTSFI-HNNXBMFYSA-N,0,1,ChemBERTa-CLS,RF,RF + ChemBERTa-CLS,9.0,8.335110000000002
XIHLXICJADAAMG-UHFFFAOYSA-N,0,1,ChemBERTa-CLS,RF,RF + ChemBERTa-CLS,6.59,6.1858300000000055
XIHULXIDONOQSG-HNNXBMFYSA-N,0,2,ChemBERTa-CLS,RF,RF + ChemBERTa-CLS,7.55,7.554994999999995
XIJYTOIFEYRXLS-SMDDNHRTSA-N,0,0,ChemBERTa-CLS,RF,RF + ChemBERTa-CLS,8.635,7.800662499999992
XIOJQBVKDSTRPK-UHFFFAOYSA-N,0,0,ChemBERTa-CLS,RF,RF + ChemBERTa-CLS,7.08,6.99147166666667
XIPWBPDWHQJWKK-IBGZPJMESA-N,0,1,ChemBERTa-CLS,RF,RF + ChemBERTa-CLS,6.7,7.276559999999985
XJDHXLWQTXVSFO-VYDXJSESSA-N,0,3,ChemBERTa-CLS,RF,RF + ChemBERTa-CLS,8.254999999999999,7.551720333333339
XJJNUZPFNULXJQ-SWLSCSKDSA-N,0,1,ChemBERTa-CLS,RF,RF + ChemBERTa-CLS,7.48,7.472241666666671
XKSIOBPDRWKTCJ-ZLPCBKJTSA-N,0,1,ChemBERTa-CLS,RF,RF + ChemBERTa-CLS,8.4,8.234221000000009
XLGLEMZUTPMKLM-UHFFFAOYSA-N,0,0,ChemBERTa-CLS,RF,RF + ChemBERTa-CLS,7.38,7.464984999999995
XLYRIZJMZGOPTK-UHFFFAOYSA-N,0,1,ChemBERTa-CLS,RF,RF + ChemBERTa-CLS,6.6,7.4364450000000035
XNHDIEBXXZHYPG-UHFFFAOYSA-N,0,3,ChemBERTa-CLS,RF,RF + ChemBERTa-CLS,5.48,6.15852216666667
XNPOFWWRLXGGEI-UHFFFAOYSA-N,0,4,ChemBERTa-CLS,RF,RF + ChemBERTa-CLS,5.199999999999999,5.668209333333331
XOFOPCOUHWLPJL-UHFFFAOYSA-N,0,1,ChemBERTa-CLS,RF,RF + ChemBERTa-CLS,5.800000000000001,5.6035523333333455
XOPMVFNBFICPDB-UHFFFAOYSA-N,0,2,ChemBERTa-CLS,RF,RF + ChemBERTa-CLS,8.31,7.901281666666661
XOQQYLAKAJMBHH-UHFFFAOYSA-N,0,4,ChemBERTa-CLS,RF,RF + ChemBERTa-CLS,7.44,6.594528333333332
XOTLDNAVQQZBGX-UHFFFAOYSA-N,0,2,ChemBERTa-CLS,RF,RF + ChemBERTa-CLS,5.26,5.84663
XOVTWNLGYRCGFO-HHCCDPJTSA-N,0,1,ChemBERTa-CLS,RF,RF + ChemBERTa-CLS,7.435,7.305341428571425
XOZUCURGTPFEPA-LURJTMIESA-N,0,0,ChemBERTa-CLS,RF,RF + ChemBERTa-CLS,9.0,6.581590333333331
XPKLLDXUIOXSSE-XGNXJENSSA-N,0,2,ChemBERTa-CLS,RF,RF + ChemBERTa-CLS,8.7,8.292269404761905
XPZXRJASCMUGQL-UHFFFAOYSA-N,0,4,ChemBERTa-CLS,RF,RF + ChemBERTa-CLS,9.0,7.932928333333344
XQDBJRZGDIFZFV-OALUTQOASA-N,0,3,ChemBERTa-CLS,RF,RF + ChemBERTa-CLS,6.99,7.1550333333333
XQGUQUOCTSQNDD-VIKVFOODSA-N,0,2,ChemBERTa-CLS,RF,RF + ChemBERTa-CLS,8.04,7.368282333333338
XQJHSTXORFDHJO-NHAGDIPZSA-N,0,0,ChemBERTa-CLS,RF,RF + ChemBERTa-CLS,6.745,7.295812500000012
XQVDMHKTSFSEMQ-UHFFFAOYSA-N,0,1,ChemBERTa-CLS,RF,RF + ChemBERTa-CLS,6.56,6.551634166666674
XRUHRUNQTJHPBY-UHFFFAOYSA-N,0,1,ChemBERTa-CLS,RF,RF + ChemBERTa-CLS,6.95,6.893684666666669
XRWIKIYEWODHPQ-UHFFFAOYSA-N,0,3,ChemBERTa-CLS,RF,RF + ChemBERTa-CLS,7.32,7.014088333333339
XSCCGKSIBNQWIP-UZLBHIALSA-N,0,4,ChemBERTa-CLS,RF,RF + ChemBERTa-CLS,7.47,7.363782999999988
XSFCKBIGLBUTHE-QWHZDKJVSA-N,0,0,ChemBERTa-CLS,RF,RF + ChemBERTa-CLS,8.4,7.435683333333341
XSOWZVIQZNTLGC-HALDLXJZSA-N,0,3,ChemBERTa-CLS,RF,RF + ChemBERTa-CLS,6.8,7.378643500000003
XSVJDKKRVOFGLA-FKIZINRSSA-N,0,2,ChemBERTa-CLS,RF,RF + ChemBERTa-CLS,5.545,7.519620000000002
XSVRNWKQZYOFRS-IPVJXJPOSA-N,0,2,ChemBERTa-CLS,RF,RF + ChemBERTa-CLS,7.64,7.554769500000009
XTCJBNJCHYEEHZ-DZGCQCFKSA-N,0,2,ChemBERTa-CLS,RF,RF + ChemBERTa-CLS,7.85,5.863296666666673
XTEOOQGHFDZVDI-UHFFFAOYSA-N,0,4,ChemBERTa-CLS,RF,RF + ChemBERTa-CLS,6.53,6.732893333333331
XTJCMZFNEXELMO-UHFFFAOYSA-N,0,0,ChemBERTa-CLS,RF,RF + ChemBERTa-CLS,6.4,6.24952
XUXZULDMSVLPDK-UHFFFAOYSA-N,0,1,ChemBERTa-CLS,RF,RF + ChemBERTa-CLS,5.48,6.104056666666669
XVWJZNUBJBSIFR-FOLVSLTJSA-N,0,0,ChemBERTa-CLS,RF,RF + ChemBERTa-CLS,6.92,7.189508666666668
XWGOPLIZWFRBIN-KWUMSVIQSA-N,0,2,ChemBERTa-CLS,RF,RF + ChemBERTa-CLS,6.55,7.363039333333339
