inchikey,scaffold,partition,fold
LHZDFHPXUSASSO-IRLDBZIGSA-N,O=C(NCc1cccc(-c2cccnc2)c1)C1CCCN1S(=O)(=O)c1ccccc1,1,3
LHZORGBUTZZYPP-FHERZECASA-N,O=C(Cn1cnc2[nH]c(=O)[nH]c(=O)c21)Nc1cccc(-c2cnc(N3CC4CC4C3)nc2)n1,1,4
LHZORGBUTZZYPP-UHFFFAOYSA-N,O=C(Cn1cnc2[nH]c(=O)[nH]c(=O)c21)Nc1cccc(-c2cnc(N3CC4CC4C3)nc2)n1,1,4
LIFYIRBVSHHVHX-UHFFFAOYSA-N,O=C(Cn1cnc2[nH]c(=O)n(Cc3ccno3)c(=O)c21)Nc1cccc(-c2cccnc2)n1,1,2
LISYHIGPSGJBLO-GTPINHCMSA-N,O=C(Cn1cnc2[nH]c(=O)[nH]c(=O)c21)Nc1cncc(-c2cnc(N3CC4CC4C3)nc2)n1,1,1
LJNZMPRTKUDPDS-UHFFFAOYSA-N,O=c1c2[nH]cnc2ncn1Cc1nn(CCc2ccccc2)c(=O)o1,1,2
LJVBOYNVRPSCQX-UHFFFAOYSA-N,O=C(Cc1nsc2[nH]c(=O)[nH]c(=O)c12)Nc1nc(-c2ccccc2)cs1,1,2
LKBZHIMJQJYAHH-UHFFFAOYSA-N,O=C1C2=C(NC(=S)NC2c2ccccc2)c2ccccc21,1,2
LKFOIEUPHQVDAK-UHFFFAOYSA-N,c1ccc(Oc2cccc3[nH]ccc23)cc1,1,0
LKFWDDRPBOSQHO-NSHDSACASA-N,O=C(Cn1cnc2[nH]c(=O)[nH]c(=O)c21)Nc1cncc(-c2cncnc2)n1,1,0
LKGOYTNWKHESNU-UHFFFAOYSA-N,c1ccccc1,1,1
LLQYCVKVDILAKB-GXTWGEPZSA-N,S=c1c2[nH]cnc2ncn1Cc1nc(C2COC(c3ccccc3)C2)no1,1,1
LLRCPJPOJWCVFG-NXNVCVFFSA-N,O=c1c2[nH]cnc2ncn1Cc1nc(C2C3CCC(Oc4ccccc4)C32)no1,1,0
LMRCGSHKMMSQEV-SQWLQELKSA-N,O=c1c2[nH]cnc2ncn1Cc1nc(C2C3C=C(c4ccncc4)CC32)no1,1,1
LMRCGSHKMMSQEV-YCPHGPKFSA-N,O=c1c2[nH]cnc2ncn1Cc1nc(C2C3C=C(c4ccncc4)CC32)no1,1,1
LMRQHWNBPZIMFT-UHFFFAOYSA-N,O=C(Cn1cnc2[nH]c(=O)n(Cc3ccon3)c(=O)c21)Nc1ccccn1,1,4
LMTHLRLOCUUWOQ-UHFFFAOYSA-N,c1ccc(-c2ccc3[nH]ncc3c2)cc1,1,4
LMYBZPVFXTXZQG-FOLVSLTJSA-N,O=c1c2[nH]cnc2ncn1Cc1nc(C2C3CN(c4ccccc4)CC32)no1,1,0
LNHYIPIWVZDRTE-KOMQPUFPSA-N,O=c1c2cccc(=O)n2ccn1Cc1nn(C2CC(c3ccccc3)C2)c(=O)o1,1,4
LNPOPNHAJSGXPH-BEFAXECRSA-N,O=C(NCc1ccnc(-c2cncnc2)c1)C1CCCN1S(=O)(=O)c1ccccc1,1,3
LNRZVKYAWMXAPS-UHFFFAOYSA-N,O=C(CNC(=O)c1ccccc1)c1ccccc1,1,2
LNSIRIOINRHVCV-UHFFFAOYSA-N,c1ccc(Nc2n[nH]c3ccccc23)cc1,1,4
LOEVTFQCTSNTAC-IERDGZPVSA-N,O=C(NCc1cc(N2CCCCC2)ccn1)C1CCCN1S(=O)(=O)c1ccccc1,1,2
LORGNQOYVLGAGP-PMACEKPBSA-N,O=C(NCc1cccc(-c2cncnc2)c1)C1CCCN1S(=O)(=O)c1ccccc1,1,1
LOTBKQZXFAVCCV-ATCWAGBWSA-N,O=c1c2[nH]cnc2ncn1Cc1nc(C2C3CN(c4ccccc4)CC32)no1,1,0
LPCOIIXPRFJUPJ-JRZJBTRGSA-N,O=C(Cn1cnc2[nH]c(=O)[nH]c(=O)c21)Nc1cccc(-c2cnc(N3CCCC3)nc2)n1,1,3
LPLVBOWGFAEFOE-GDBMZVCRSA-N,O=c1c2cccnc2ncn1Cc1nn(C2CCC(c3ccccc3)C2)c(=O)o1,1,1
LQLOSOHAEWYAAN-RUYXUALKSA-N,O=c1c2[nH]cnc2ncn1Cc1nc(C2C3CN(c4ccc5ccccc5c4)CC32)no1,1,4
LRHYTZHUYICYOM-UHFFFAOYSA-N,O=C(Cc1coc2[nH]c(=O)[nH]c(=O)c12)Nc1nc(-c2ccccc2)cs1,1,4
LRLWBLKHOSPXAN-APWZRJJASA-N,O=C(NCc1cccc(-c2cscn2)c1)C1CCCN1S(=O)(=O)c1ccccc1,1,0
LRQGQNBGWAVMGR-WCQYABFASA-N,O=c1c2[nH]cnc2ncn1Cc1nc(C2COC(c3ccccc3)C2)no1,1,2
LRXFJLLAFBGRML-GRTSSRMGSA-N,O=C(Cn1cnc2[nH]c(=O)[nH]c(=O)c21)Nc1csc(-c2cnc(N3CC4CC4C3)nc2)n1,1,4
LRZQMDHWCOUOPM-SQWLQELKSA-N,O=c1c2[nH]nnc2ncn1Cc1nc(C2C3C=C(c4ccccc4)CC32)no1,1,0
LRZQMDHWCOUOPM-YCPHGPKFSA-N,O=c1c2[nH]nnc2ncn1Cc1nc(C2C3C=C(c4ccccc4)CC32)no1,1,0
LSUGPAVXOXLORK-JOCHJYFZSA-N,O=C(CNC(=O)N1CCN(c2ccccn2)CC1)c1ccccc1,1,1
LTAAZSNGZSIZQM-UHFFFAOYSA-N,O=C(NCc1ccccc1)c1cn2c(=O)n(Cc3ccccc3)c(=O)cc2s1,1,0
LTDJLTDLWIUUDL-NFOMZHRRSA-N,O=C(Cn1cnc2[nH]c(=O)[nH]c(=O)c21)Nc1ccnc(-c2cnc(N3CC4CC4C3)nc2)n1,1,2
LTWAIMIDHDTCGE-UHFFFAOYSA-N,c1cncc(-c2n[nH]c3ccccc23)c1,1,3
LTXRMKXVBGTLSA-UHFFFAOYSA-N,O=C(Cn1cnc2ncccc2c1=O)NCCc1ccccc1,1,1
LUBDIXHYIRNPIQ-UHFFFAOYSA-N,O=C(Cc1cccc2c1C(=O)NC2=O)Nc1nc(-c2ccccc2)cs1,1,0
LUKBXSAWLPMMSZ-OWOJBTEDSA-N,C(=Cc1ccccc1)c1ccccc1,1,3
LUOQKYCEQBFDOI-MNZLEMJZSA-N,O=c1c2[nH]cnc2ncn1Cc1nc(C2C3CN(c4cnc5ccccc5c4)CC32)no1,1,2
LUTWICAIXWFDLX-DZFIZOCASA-N,O=c1c2[nH]cnc2ncn1Cc1nc(C2C3CN(c4ccc5c(c4)CCC5)CC32)no1,1,1
LVGJWOUPWIVHGT-VKJFTORMSA-N,O=c1c2[nH]cnc2ncn1Cc1nc(C2C3C=C(c4ccc5[nH]ncc5c4)CC32)no1,1,1
LVNGBBYMWXDSCD-UHFFFAOYSA-N,O=C(Cc1ccnc2[nH]c(=O)[nH]c(=O)c12)Nc1nc(-c2ccccc2)cs1,1,0
LWHBTYBHTYESIQ-UHFFFAOYSA-N,c1ccc(Oc2ncnc3[nH]ccc23)cc1,1,1
LWLNRICWXNERKX-PANOFWHVSA-N,c1ccccc1,1,1
LWPXBBRIJUTOEP-ZDUSSCGKSA-N,O=c1c2ccsc2ncn1Cc1nc(CCc2ccccc2)no1,1,4
LXWUTCSZIGIMGQ-NRFANRHFSA-N,O=C(Cn1cnc2[nH]c(=O)n(Cc3ccccn3)c(=O)c21)Nc1cccc(-c2cnc(N3CCCC3)nc2)n1,1,4
LXYWSBOWXXFXME-QAPCUYQASA-N,O=C(NCc1cnn(-c2cccnc2)c1)C1CCCN1S(=O)(=O)c1ccccc1,1,1
LYNYBISSXARLGD-UHFFFAOYSA-N,O=C(Cc1cccc2[nH]c(=O)[nH]c(=O)c12)Nc1nc(-c2ccccc2)cs1,1,3
LYYSCYDFWXHSRF-LAQFHYBYSA-N,O=c1c2[nH]cnc2ncn1Cc1nc(C2C3CN(c4ccc5scnc5c4)CC32)no1,1,2
LZAWPGLJCUXQOP-UHFFFAOYSA-N,c1ccccc1,1,1
LZLVNQUCQLQASZ-UHFFFAOYSA-N,O=C(Cn1ccc2[nH]c(=O)[nH]c(=O)c21)Nc1ccccc1,1,3
LZRMYUSAULVNHO-WCQYABFASA-N,O=c1c2[nH]cnc2cnn1Cc1nc(C2COC(c3ccccc3)C2)no1,1,2
LZZAVIYOWBNZER-VYDXJSESSA-N,O=c1c2[nH]cnc2ncn1Cc1nc(C2C3C=C(c4ccccc4)CC32)no1,1,3
LZZAVIYOWBNZER-ZMSDIMECSA-N,O=c1c2[nH]cnc2ncn1Cc1nc(C2C3C=C(c4ccccc4)CC32)no1,1,3
MAAPLVMPZDDSFI-ZETCQYMHSA-N,O=c1[nH]c(=O)c2[nH]cnc2[nH]1,1,0
MALXQNURGIETDN-MOPGFXCFSA-N,O=C(NCc1cnn(-c2ccccc2)c1)C1CCC1S(=O)(=O)c1ccccc1,1,2
MALXQNURGIETDN-UHFFFAOYSA-N,O=C(NCc1cnn(-c2ccccc2)c1)C1CCC1S(=O)(=O)c1ccccc1,1,2
MANPXGYRIORUOE-GOEBONIOSA-N,O=c1c2cccnc2ncn1Cc1nc(C2COC(c3ccccc3)C2)no1,1,2
MARWGKHZVAMFRS-HNNXBMFYSA-N,O=C(Cn1cnc2[nH]c(=O)n(Cc3ccon3)c(=O)c21)Nc1cccc(-c2cccnc2)n1,1,1
MBEIRYJQOWMKGK-UHFFFAOYSA-N,O=C(Cn1cnc2[nH]c(=O)n(Cc3ncon3)c(=O)c21)Nc1cccc(-c2cccnc2)n1,1,0
MBFAPSKWPISCAC-OOAXWGSJSA-N,O=C(Cc1coc2[nH]c(=O)[nH]c(=O)c12)N=c1[nH]c(-c2ccccc2)cs1,1,1
MBHKUJMCEPPIEW-MNZLEMJZSA-N,O=c1c2[nH]cnc2ncn1Cc1nc(C2C3CN(c4cccc(-c5cnco5)c4)CC32)no1,1,2
MBQFITADUYCEOL-UHFFFAOYSA-N,O=C(Cn1cnc2[nH]c(=O)[nH]c(=O)c21)Nc1cccc(-c2cncnc2)n1,1,0
MCSVDEMEILTGTA-LURJTMIESA-N,O=c1[nH]c(=O)c2[nH]cnc2[nH]1,1,0
MDZCDAYNNUPZDO-NQZBTDCJSA-N,O=C(NCc1cc(-c2cncnc2)nc(C2CC2)n1)C1CCCN1S(=O)(=O)c1ccccc1,1,1
MESAZEZGAZMOOO-UHFFFAOYSA-N,O=C(Cc1cccc2[nH]c(=O)[nH]c(=O)c12)Nc1nc(-c2ccccc2)cs1,1,3
MFRZFIMXWVKZNR-UHFFFAOYSA-N,O=C(Cn1cnc2[nH]c(=O)[nH]c(=O)c21)Nc1cccc(-c2ccccc2)n1,1,4
MGGVBMYIXILZHA-UHFFFAOYSA-N,O=C(Cc1ccnc2[nH]c(=O)[nH]c(=O)c12)Nc1nc(-c2ccccc2)cs1,1,0
MHAHARMDLJOTNL-NSHDSACASA-N,O=C(Cn1cnc2[nH]c(=O)n(Cc3ncon3)c(=O)c21)Nc1csc(-c2cccnc2)n1,1,2
MHCWTBFSBKNAMQ-DCPHZVHLSA-N,O=C(NCc1ccnc(-c2cncnc2)c1)C1C2CC2CN1S(=O)(=O)c1ccccc1,1,2
MHTJEUOFLVQMCL-NJHPPEEMSA-N,c1ccccc1,1,1
MHTJEUOFLVQMCL-UFVXJIOISA-N,c1ccccc1,1,1
MHVONIOEJOVODB-UHFFFAOYSA-N,c1ccc(Oc2ncnc3[nH]ccc23)cc1,1,1
MJFAWSAGOMZKPI-RAXQPMNESA-N,O=C(Cc1coc2[nH]c(=O)[nH]c(=O)c12)N=c1[nH]c(-c2ccccc2)cs1,1,1
MJLDVLCZYBQYAL-UHFFFAOYSA-N,O=C(Cc1coc2[nH]c(=O)[nH]c(=O)c12)Nc1nc(-c2ccccc2)cs1,1,4
MJYWLKTXRPVKEZ-MSOLQXFVSA-N,O=C(Cc1cnn(-c2cccnc2)c1)NC1CCC1S(=O)(=O)c1ccccc1,1,0
MJYWLKTXRPVKEZ-UHFFFAOYSA-N,O=C(Cc1cnn(-c2cccnc2)c1)NC1CCC1S(=O)(=O)c1ccccc1,1,0
MJZFLVZBZCNKDO-LBPRGKRZSA-N,O=c1c2ccsc2ncn1Cc1nnn(CCc2cc3ccccc3o2)n1,1,1
MKBIZVCFJOWGMO-LSDHHAIUSA-N,O=c1c2[nH]cnc2ncn1Cc1nc(C2COC(c3ccccc3)C2)no1,1,2
MKFGBLWMDLQLDI-GRTSSRMGSA-N,O=C(Cn1cnc2[nH]c(=O)[nH]c(=O)c21)Nc1ccnc(-c2cnc(N3CC4CC4C3)nc2)n1,1,2
MKIKGQZGGGLNPU-LBPRGKRZSA-N,O=c1c2ccsc2ncn1Cc1nnn(CCc2cc3ccccc3o2)n1,1,1
MKOVVWJQLPYAMT-UHFFFAOYSA-N,c1ccc(-c2n[nH]c3ccccc23)cc1,1,3
MKZWVKSABWOAEC-UHFFFAOYSA-N,c1ccc(-c2cn3ccccc3n2)cc1,1,0
MLVMMKNPHXPAAR-SUMWQHHRSA-N,O=c1c2cccnc2cnn1Cc1nc(C2COC(c3ccccc3)C2)no1,1,3
MMEGDRGXGKDKMU-FOLVSLTJSA-N,O=c1[nH]c(=O)c2c(ncn2Cc2nc(C3C4CN(c5ccccc5)CC43)no2)[nH]1,1,3
MMNOSEAJUARMOD-OOHWJJMZSA-N,O=C(Cn1cnc2[nH]c(=O)[nH]c(=O)c21)Nc1cncc(-c2ccc(N3CC4CC4C3)nc2)n1,1,0
MMPAULQSJLVKHP-UHFFFAOYSA-N,c1ccc(-c2nnnn2Cc2cccnc2)cc1,1,4
MMRVTSMOSFLTST-UHFFFAOYSA-N,O=C(Cc1[nH]nc2[nH]c(=O)[nH]c(=O)c12)Nc1nc(-c2ccccc2)cs1,1,4
MNMZXKKNMFGYBW-ZDUSSCGKSA-N,O=C(Cn1cnc2[nH]c(=O)[nH]c(=O)c21)Nc1ccnc(-c2cccnc2)n1,1,1
MNWQVIWMYZQBRS-MQMHXKEQSA-N,O=c1c2[nH]cnc2ncn1Cc1nn(C2CC(Oc3ccccc3)C2)c(=O)o1,1,2
MOCHTZHSWMIZAF-UZLBHIALSA-N,O=C(NCc1ccnc(-c2cccnc2)c1)C1CCCN1S(=O)(=O)c1ccccc1,1,0
MQBRPGZLHZUVDU-UHFFFAOYSA-N,O=C(Cn1ccc2[nH]c(=O)[nH]c(=O)c21)Nc1nc(-c2ccccc2)cs1,1,1
MQPVCEGYFVTWDL-UHFFFAOYSA-N,O=C(Cc1coc2[nH]c(=O)[nH]c(=O)c12)Nc1nc(-c2ccccc2)cs1,1,4
MQUKIMHLRYIAML-HSZRJFAPSA-N,O=C(NCc1cc(-c2cccnc2)ncn1)C1CCCN1S(=O)(=O)c1ccccc1,1,0
MQWVXCFLFCEROX-INIZCTEOSA-N,O=C(NCc1cnn(-c2cccnc2)c1)C1CCN1S(=O)(=O)c1ccccc1,1,3
MRBQQESZUMBYBU-OXFYSEKESA-N,C1=C(CCC2CCCOO2)CCCC1,1,4
MRBQQESZUMBYBU-WRWLIDTKSA-N,C1=C(CCC2CCCOO2)CCCC1,1,4
MRHRRDRSFAZUKB-UHFFFAOYSA-N,c1ccc(-c2n[nH]c3cccnc23)cc1,1,4
MRIRDTYIRGDISF-UHFFFAOYSA-N,O=C(NCSc1ccccc1)c1ccccc1,1,0
MRJQAVHTQSPKOG-HALDLXJZSA-N,O=c1[nH]cnc2cnn(Cc3nc(C4C5CN(c6ccccc6)CC54)no3)c12,1,2
MRLQZWIORUYYAK-SWLSCSKDSA-N,O=c1c2[nH]cnc2cnn1Cc1nc(C2COC(c3ccccc3)C2)no1,1,2
MSAYCLQQORKAFC-UHFFFAOYSA-N,O=C(Cn1ccc2[nH]c(=O)[nH]c(=O)c21)Nc1nc(-c2ccccc2)cs1,1,1
MSLUZYJVJCAREX-CTNGQTDRSA-N,O=C(NCc1cc(-c2ccccc2)ncn1)C1CCC1S(=O)(=O)c1ccccc1,1,1
MSQPVCFZSCZFMD-UHFFFAOYSA-N,O=C(Cc1coc2[nH]c(=O)[nH]c(=O)c12)Nc1nc(-c2ccccc2)cs1,1,4
MSYGBWPPRVPMSJ-MRXNPFEDSA-N,O=S(=O)(c1ccccc1)N1CCCC1c1ccccc1,1,0
MSZQIMOHOGZARD-UHFFFAOYSA-N,c1ccc(-c2ccc3[nH]ncc3c2)cc1,1,4
MTGXVBRHBMNUOU-GXTWGEPZSA-N,O=c1c2[nH]cnc2ncn1Cc1nc(C2COC(c3ccccc3)C2)no1,1,2
MUOIGSUAOLUOMW-UHFFFAOYSA-N,O=c1[nH]c2nc[nH]c2c(=O)n1Cc1ncno1,1,1
MWEJPRYWFKNEQK-UHFFFAOYSA-N,O=C(CNC(=O)c1ccccc1)c1ccccc1,1,2
MWNYBDMBUNWRDN-UHFFFAOYSA-N,O=C(c1cn2c(=O)n(Cc3ccccc3)c(=O)cc2s1)N1CCC(Oc2ccccc2)CC1,1,4
MWVJVARWBHTASX-HUBLWGQQSA-N,O=c1c2[nH]cnc2ncn1Cc1nc(C2C3Oc4ccccc4C32)no1,1,4
MWVJVARWBHTASX-LALPHHSUSA-N,O=c1c2[nH]cnc2ncn1Cc1nc(C2C3Oc4ccccc4C32)no1,1,4
MXDJEHKNIKUPOY-CMPLNLGQSA-N,O=c1c2scnc2ncn1Cc1nc(C2COC(c3ccccc3)C2)no1,1,1
MYASRSUUBFDVPB-BEFAXECRSA-N,O=C(NCc1ccnc(-c2cncnc2)c1)C1CCCN1S(=O)(=O)c1ccccc1,1,3
MYBJZJMUOIRKIX-CYXPSIDGSA-N,C=C1CCCCC1CCC1CCCOO1,1,2
MYECAPLZRDMDEP-NRFANRHFSA-N,O=C(NCc1ccc(=O)n(-c2ccccc2)c1)C1CCCN1S(=O)(=O)c1cc2ccccc2o1,1,0
MYGMWKBCBYXEOU-UHFFFAOYSA-N,O=C(Cn1cnc2[nH]c(=O)[nH]c(=O)c21)Nc1cccc(-c2ccccc2)n1,1,4
MYIJPYOIQWNCTL-UHFFFAOYSA-N,O=C(Cc1cccc2c1C(=O)NC2=O)Nc1nc(-c2ccccc2)cs1,1,0
MYPMHHGCMJXXDR-NRFANRHFSA-N,O=C(NCc1ccc(=O)n(-c2ccccc2)c1)C1CCCN1S(=O)(=O)c1cc2ccccc2o1,1,0
MZBAUWHFVTWOCF-UHFFFAOYSA-N,c1ccc(-c2n[nH]c3cc(NC4CCN(CC5CC5)CC4)cnc23)cc1,1,1
MZDLKLCZJYQPTH-GOEBONIOSA-N,O=C(Cn1cnc2[nH]c(=O)[nH]c(=O)c21)Nc1csc(-c2cnc(N3CCCC3)nc2)n1,1,1
MZDLKLCZJYQPTH-HOCLYGCPSA-N,O=C(Cn1cnc2[nH]c(=O)[nH]c(=O)c21)Nc1csc(-c2cnc(N3CCCC3)nc2)n1,1,1
MZGUKCQKDCDZDA-NSHDSACASA-N,O=c1c2ccsc2ncn1Cc1nnn(CCc2ccc3c(c2)OCO3)n1,1,0
MZVLUJKMPFKSCI-UHFFFAOYSA-N,O=c1c2cncnc2ncn1Cc1nn(CCc2ccccc2)c(=O)o1,1,1
NAIFTAJHKHUWIN-NWANDNLSSA-N,O=c1c2[nH]cnc2ncn1Cc1nc(C2C3Cc4ccccc4C32)no1,1,4
NAIFTAJHKHUWIN-SNPRPXQTSA-N,O=c1c2[nH]cnc2ncn1Cc1nc(C2C3Cc4ccccc4C32)no1,1,4
NAIQURVKOAEMNP-UHFFFAOYSA-N,O=C(Cn1cnc2[nH]c(=O)[nH]c(=O)c21)Nc1cccc(-c2cccnc2)n1,1,0
NAOMZGKLBJKTAT-UHFFFAOYSA-N,O=c1c2nccnc2ncn1Cc1nc(CCc2ccccc2)no1,1,3
NASBLTGMHKILDI-LBPRGKRZSA-N,O=C(Cn1cnc2[nH]c(=O)[nH]c(=O)c21)Nc1csc(-c2cccnc2)n1,1,1
NBNOGVOWEZWSDX-UHFFFAOYSA-N,O=C(Cc1coc2[nH]c(=O)[nH]c(=O)c12)Nc1nc(-c2ccccc2)cs1,1,4
NBSLXNJLYUHGDR-IGOJGBNBSA-N,O=c1c2ccncc2ncn1Cc1nc(C2C3CN(c4ccccc4)CC32)no1,1,0
NBWWXTRHLDJUJO-UHFFFAOYSA-N,c1ccc(-c2cn3ccccc3n2)cc1,1,0
NCAMCMDMPZEGLJ-AWEZNQCLSA-N,O=C(Cn1cnc2[nH]c(=O)n(Cc3ccccn3)c(=O)c21)Nc1cncc(-c2cccnc2)n1,1,4
NCCUKKILHUYRJX-UXHICEINSA-N,O=C(Cn1cc(-c2ccccc2)cn1)NC1CCC1S(=O)(=O)c1ccccc1,1,4
NCURYYQHLSRXOT-UHFFFAOYSA-N,O=C(Cc1coc2[nH]c(=O)[nH]c(=O)c12)Nc1nc(-c2ccccc2)cs1,1,4
NDCBWQCTQSTKJY-UHFFFAOYSA-N,c1ccccc1,1,1
NERDQWNAJADUOY-CVDCTZTESA-N,O=C(NCc1cn(-c2ccccn2)c(=O)[nH]c1=O)C1CCCN1S(=O)(=O)c1cc2ccccc2o1,1,1
NETQTTFOIRBCDZ-AEFFLSMTSA-N,O=C(NCc1cccc(-c2nccs2)c1)C1CCCN1S(=O)(=O)c1ccccc1,1,1
NFNBZWYHKFLQAP-UHFFFAOYSA-N,O=C1C2=C(NC(=S)NC2c2ccccc2)c2ccccc21,1,2
NGORHOBBMAHQFE-LAQFHYBYSA-N,O=c1c2[nH]cnc2ncn1Cc1nc(C2C3CN(c4ccccc4)CC32)no1,1,0
NGVRXPJMFITBJX-AWEZNQCLSA-N,O=c1c2ccsc2ncn1Cc1nnn(CCc2ccccc2)n1,1,2
NHABUIFDSBXZLP-JEYLPNPQSA-N,O=C(Cn1cnc2[nH]c(=O)[nH]c(=O)c21)Nc1cncc(-c2ccc(N3CC4CC4C3)nc2)n1,1,0
NHFRFZWACDLIJO-GRTSSRMGSA-N,O=C(Cn1cnc2[nH]c(=O)n(Cc3ncno3)c(=O)c21)Nc1csc(-c2cnc(N3CC4CC4C3)nc2)n1,1,3
NHHOKCAEWOGISL-NFOMZHRRSA-N,O=C(Cn1cnc2[nH]c(=O)[nH]c(=O)c21)Nc1cncc(-c2cnc(N3CC4CC4C3)cn2)n1,1,3
NHXPTCSMIZELNE-UHFFFAOYSA-N,c1ccc(Oc2ncnc3[nH]ccc23)cc1,1,1
NIKXCFKCQIOJGE-IGEOTXOUSA-N,O=C(Cn1cnc2[nH]c(=O)[nH]c(=O)c21)Nc1csc(-c2ccc(N3CC4CC4C3)nc2)n1,1,0
NIVMPNIOANBDGM-UHFFFAOYSA-N,O=C(Cc1cccc2[nH]c(=O)[nH]c(=O)c12)Nc1nc(-c2ccccc2)cs1,1,3
NKQCFZYAGAXSEP-ORMTXKICSA-N,O=c1c2[nH]cnc2ncn1Cc1nc(C2C3CN(c4ccccc4)CC32)no1,1,0
NKUUKWCBPOPJIO-LBPRGKRZSA-N,O=c1c2[nH]cnc2ncn1Cc1nn(CC2CCc3ccccc32)c(=O)o1,1,4
NKZCJCIDAGEUIM-LBPRGKRZSA-N,O=C(Cn1cnc2[nH]c(=O)n(Cc3ncno3)c(=O)c21)Nc1cncc(-c2cccnc2)n1,1,0
NLNWNOMTEBKBKR-NSHDSACASA-N,O=C(Cn1cnc2[nH]c(=O)n(Cc3ncon3)c(=O)c21)Nc1cccc(-c2cncnc2)n1,1,3
NLOJJXVQKKKSMA-UHFFFAOYSA-N,O=C(Cc1[nH]nc2[nH]c(=O)[nH]c(=O)c12)Nc1nc(-c2ccccc2)cs1,1,4
NLWIALKJQZYZKG-UHFFFAOYSA-N,O=c1c2[nH]cnc2ncn1Cc1nn(CCc2ccccc2)c(=O)o1,1,2
NLZYLJKBFOAYMA-UHFFFAOYSA-N,O=C(Cc1coc2[nH]c(=O)[nH]c(=O)c12)Nc1nc(-c2ccccc2)cs1,1,4
NMCHHCFFFJAHSG-MIRVZWSXSA-N,O=c1c2cccnc2ncn1Cc1nn(C2CC(c3ccccc3)C2)c(=O)o1,1,1
NMXYAUFQQIWAEC-MQMHXKEQSA-N,O=c1c2[nH]cnc2ncn1Cc1nn(C2CC(Oc3ccccc3)C2)c(=O)o1,1,2
NNNQVSUPWVEWSZ-UHFFFAOYSA-N,O=C(Cc1cccc2[nH]c(=O)[nH]c(=O)c12)Nc1nc(-c2ccccc2)cs1,1,3
NNQHKCKPDGQFKO-DYXWJJEUSA-N,O=c1c2[nH]c(NC3CCOCC3)nc2ncn1Cc1nc(C2C3C=C(c4ccccc4)CC32)no1,1,1
NNSLKBVDAAEDLW-UHFFFAOYSA-N,O=C(Cc1nsc2[nH]c(=O)[nH]c(=O)c12)Nc1nc(-c2ccccc2)cs1,1,2
NNTSHWHAMWNNPN-CSKARUKUSA-N,O=C(C=Cc1ccccc1)Nc1ccccc1,1,2
NNTVXWSMKXIYQP-FMIVXFBMSA-N,c1ccccc1,1,1
NNTVXWSMKXIYQP-XFXZXTDPSA-N,c1ccccc1,1,1
NOOQUZUAODSSGX-HDMKZQKVSA-N,O=c1c2[nH]cnc2ncn1Cc1nc(C2C3C=C(c4ccc5oncc5c4)CC32)no1,1,4
NOXDIPWNQOTUAB-UHFFFAOYSA-N,O=C(NCSc1ccccc1)c1ccccc1,1,0
NPEFTSHDWRRIGK-QWHZDKJVSA-N,O=c1c2cccnc2ncn1Cc1nc(C2C3CN(c4ccccn4)CC32)no1,1,0
NPMWJMYXYACXRK-UHFFFAOYSA-N,O=c1[nH]c2nc[nH]c2c(=O)n1Cc1ccon1,1,0
NPTHNANPKCRKIP-VIKVFOODSA-N,O=c1c2ccnn2ncn1Cc1nc(C2C3CN(c4ccccn4)CC32)no1,1,1
NPUDHMAZVHROFR-WOSRLPQWSA-N,O=c1c2[nH]cnc2ncn1Cc1nc(C2C3C=C(c4ccccn4)CC32)no1,1,3
NPUDHMAZVHROFR-WWGRRREGSA-N,O=c1c2[nH]cnc2ncn1Cc1nc(C2C3C=C(c4ccccn4)CC32)no1,1,3
NQEUZZGRELLFAS-JJRVBVJISA-N,O=c1c2[nH]cnc2ncn1Cc1nc(C2C3C=C(c4ccccc4)CC32)no1,1,3
NQPPCJDUDWGYDN-MSRIBSCDSA-N,O=c1c2[nH]cnc2ncn1Cc1nc(C2C3CN(c4ccccc4)CC32)no1,1,0
NSCDYGWDPJENAZ-DLBZAZTESA-N,O=c1c2[nH]cnc2ncn1Cc1nc(C2COC(c3ccc(C4CC4)cc3)C2)no1,1,1
NSMVPLGFGKOGBJ-ZHRRBRCNSA-N,O=C(NCc1cc(-c2cccnc2)ncn1)C1CCCN1S(=O)(=O)c1ccccc1,1,0
NSOSVZCRYQUGJD-VIKVFOODSA-N,O=c1c2[nH]cnc2ncn1Cc1nc(C2C3CN(c4ccccn4)CC32)no1,1,1
NSPJVTHVINFJSX-JTQLQIEISA-N,O=c1c2ccsc2ncn1Cc1nc(CCc2ccc3c(c2)OCO3)no1,1,3
NSULWEQZEHFMNX-UHFFFAOYSA-N,O=C(NCC(Cc1ccccc1)N1CCCCC1)C1(c2ccccc2)CCCC1,1,3
NTFPIJYAGREYFB-UHFFFAOYSA-N,O=C(Cc1onc2[nH]c(=O)[nH]c(=O)c12)Nc1nc(-c2ccccc2)cs1,1,0
NTYRFIKFQBKXPB-JEYLPNPQSA-N,O=C(Cn1cnc2[nH]c(=O)[nH]c(=O)c21)Nc1cncc(-c2cnc(N3CC4CC4C3)nc2)n1,1,1
NUSGVFGBRJCICH-UHFFFAOYSA-N,O=C1C2=C(NC(=S)NC2c2ccccc2)c2ccccc21,1,2
