inchikey,scaffold,representation,algorithm,partition,fold,y_true,y_pred,absolute_error
JMPQCPPXHXSEIC-XJKSGUPXSA-N,O=c1c2cccnc2ncn1Cc1nc(C2COC(c3ccccc3)C2)no1,Morgan-2048,XGB,1,0,8.21,7.58048677444458,0.6295132255554208
JNKBSIPJIAHQTP-WWGRRREGSA-N,O=c1c2[nH]cnc2ncn1Cc1nc(C2C3C=C(c4ccccn4)CC32)no1,Morgan-2048,XGB,1,0,7.275,7.142864227294922,0.13213577270507848
JOVMFRRSFHVPLP-CTYIDZIISA-N,O=c1ccc2ncn(Cc3nn(C4CC(c5ccccc5)C4)c(=O)o3)c(=O)c2[nH]1,Morgan-2048,XGB,1,0,7.82,7.522968292236328,0.29703170776367216
JUEWLMSRGBZOJK-AOIWGVFYSA-N,O=c1c2cccnc2ncn1Cc1nc(C2C3C=C(c4ccccc4)CC32)no1,Morgan-2048,XGB,1,0,7.625,8.03173828125,0.40673828125
JUEWLMSRGBZOJK-YQVWRLOYSA-N,O=c1c2cccnc2ncn1Cc1nc(C2C3C=C(c4ccccc4)CC32)no1,Morgan-2048,XGB,1,0,7.67,8.03173828125,0.36173828125000007
JUUGPJIRMPHSLY-MQMHXKEQSA-N,O=c1c2[nH]cnc2ncn1Cc1nn(C2CC(c3ccccc3)C2)c(=O)o1,Morgan-2048,XGB,1,0,7.05,7.345673561096191,0.2956735610961916
JWKCOLSRXWLOLP-PMUMKWKESA-N,O=c1c2[nH]cnc2ncn1Cc1nc(C2C3C=C(c4ccc5scnc5c4)CC32)no1,Morgan-2048,XGB,1,0,7.455,7.633004665374756,0.1780046653747558
JZBLZBUYBKFIGJ-GDIGMMSISA-N,O=c1c2ccncc2ncn1Cc1nc(C2C3Cc4ccccc4C32)no1,Morgan-2048,XGB,1,0,7.52,6.995458126068115,0.5245418739318843
KBDWUWKNXJLWES-NSHDSACASA-N,O=c1c2[nH]cnc2ncn1Cc1nn(CCc2ccccc2)c(=O)o1,Morgan-2048,XGB,1,0,6.09,7.053146839141846,0.9631468391418458
KBGYHCULXCGUTB-YEORSEQZSA-N,O=c1c2[nH]cnc2ncn1Cc1nc(C2CC(Oc3ccccc3)C2)no1,Morgan-2048,XGB,1,0,7.744999999999999,6.836944103240967,0.9080558967590324
KDMQTXGHOYJLOQ-NZQKXSOJSA-N,O=C(NCc1cccc(-c2cncnc2)c1)C1CCCN1S(=O)(=O)c1ccccc1,Morgan-2048,XGB,1,0,8.22,7.914862155914307,0.305137844085694
KHBHURZBJBAUPN-MZRBSKCNSA-N,c1ccccc1,Morgan-2048,XGB,1,0,5.48,5.911025524139404,0.43102552413940387
KKHGKGCIZAIQFF-QHCPKHFHSA-N,O=C(NCc1cc(-c2ccccn2)c[nH]c1=O)C1CCCN1S(=O)(=O)c1cc2ccccc2o1,Morgan-2048,XGB,1,0,7.64,7.368672847747803,0.27132715225219695
KQWPJWCPXVABPC-DEOSSOPVSA-N,O=C(NCc1c[nH]c(=O)c(-c2ccccc2)c1)C1CCCN1S(=O)(=O)c1cc2ccccc2o1,Morgan-2048,XGB,1,0,7.57,7.2934956550598145,0.27650434494018583
KVBIZNGZPXTWQB-GXTWGEPZSA-N,O=c1[nH]cnc2ncn(Cc3nc(C4COC(c5ccccc5)C4)no3)c12,Morgan-2048,XGB,1,0,7.345,7.605889320373535,0.2608893203735354
KVHIQQZLYJNLIF-SQGPQFPESA-N,O=c1c2[nH]cnc2ncn1Cc1nc(C2C3C=C(c4cccc(-c5cnco5)c4)CC32)no1,Morgan-2048,XGB,1,0,7.37,7.641953468322754,0.2719534683227538
KVPTURFWDARJNL-IGOJGBNBSA-N,O=c1c2ccncc2ncn1Cc1nc(C2C3CN(c4ccccc4)CC32)no1,Morgan-2048,XGB,1,0,7.15,7.458633899688721,0.30863389968872035
KVVPUULMDPPTDH-SQWLQELKSA-N,O=c1c2[nH]cnc2ncn1Cc1nc(C2C3C=C(c4cccnc4)CC32)no1,Morgan-2048,XGB,1,0,6.41,7.12326717376709,0.7132671737670897
KXJKBRSZQXSODD-SWLSCSKDSA-N,c1ccc(C2CC(c3noc(Cn4cnc5cccnc54)n3)CO2)cc1,Morgan-2048,XGB,1,0,8.055,7.625129699707031,0.42987030029296847
KXWZZRHVIAVSMX-UHFFFAOYSA-N,c1ccc(-c2ccc3[nH]ncc3c2)cc1,Morgan-2048,XGB,1,0,6.89,6.9978132247924805,0.10781322479248079
KZYIBERUTGMWIW-WILYLXEWSA-N,O=C(NCc1cc(-c2cncnc2)ncn1)C1CCCN1S(=O)(=O)c1ccccc1,Morgan-2048,XGB,1,0,7.19,7.062763690948486,0.12723630905151406
LAZQLGQFJPMZPC-OFNKIYASSA-N,O=C(NCc1cccc(-c2cccnc2)c1)C1CCCN1S(=O)(=O)c1ccccc1,Morgan-2048,XGB,1,0,7.28,7.435760498046875,0.15576049804687475
LEKRFJTXKXUQOH-WCQYABFASA-N,O=c1[nH]cnc2ncn(Cc3nc(C4COC(c5ccccc5)C4)no3)c12,Morgan-2048,XGB,1,0,7.335,7.159024715423584,0.17597528457641598
LFAYPGINOVAESB-ATCWAGBWSA-N,O=c1c2[nH]cnc2ncn1Cc1nc(C2C3CN(c4ccccc4)CC32)no1,Morgan-2048,XGB,1,0,7.9,7.578808784484863,0.3211912155151371
LFYAILSQQZVGPM-ZDUSSCGKSA-N,O=c1ccc2ncn(Cc3nn(CCc4ccccc4)c(=O)o3)c(=O)c2[nH]1,Morgan-2048,XGB,1,0,7.36,7.067601680755615,0.2923983192443851
LGVSQHZAKUBGAR-UHFFFAOYSA-N,O=C(NCc1cnn(-c2ccccc2)c1)C1CCCC1S(=O)(=O)c1ccccc1,Morgan-2048,XGB,1,0,7.34,7.440189838409424,0.10018983840942397
LIFYIRBVSHHVHX-UHFFFAOYSA-N,O=C(Cn1cnc2[nH]c(=O)n(Cc3ccno3)c(=O)c21)Nc1cccc(-c2cccnc2)n1,Morgan-2048,XGB,1,0,7.31,7.707696437835693,0.39769643783569375
LKFOIEUPHQVDAK-UHFFFAOYSA-N,c1ccc(Oc2cccc3[nH]ccc23)cc1,Morgan-2048,XGB,1,0,5.96,5.859548091888428,0.10045190811157223
LKFWDDRPBOSQHO-NSHDSACASA-N,O=C(Cn1cnc2[nH]c(=O)[nH]c(=O)c21)Nc1cncc(-c2cncnc2)n1,Morgan-2048,XGB,1,0,7.41,7.238707542419434,0.17129245758056655
LLQYCVKVDILAKB-GXTWGEPZSA-N,S=c1c2[nH]cnc2ncn1Cc1nc(C2COC(c3ccccc3)C2)no1,Morgan-2048,XGB,1,0,8.45,7.53920841217041,0.9107915878295891
LMYBZPVFXTXZQG-FOLVSLTJSA-N,O=c1c2[nH]cnc2ncn1Cc1nc(C2C3CN(c4ccccc4)CC32)no1,Morgan-2048,XGB,1,0,7.54,7.268096446990967,0.27190355300903324
LNHYIPIWVZDRTE-KOMQPUFPSA-N,O=c1c2cccc(=O)n2ccn1Cc1nn(C2CC(c3ccccc3)C2)c(=O)o1,Morgan-2048,XGB,1,0,7.68,7.498226165771484,0.18177383422851534
LRQGQNBGWAVMGR-WCQYABFASA-N,O=c1c2[nH]cnc2ncn1Cc1nc(C2COC(c3ccccc3)C2)no1,Morgan-2048,XGB,1,0,7.615,7.553884983062744,0.06111501693725607
LRXFJLLAFBGRML-GRTSSRMGSA-N,O=C(Cn1cnc2[nH]c(=O)[nH]c(=O)c21)Nc1csc(-c2cnc(N3CC4CC4C3)nc2)n1,Morgan-2048,XGB,1,0,8.52,8.30728816986084,0.21271183013915973
LTXRMKXVBGTLSA-UHFFFAOYSA-N,O=C(Cn1cnc2ncccc2c1=O)NCCc1ccccc1,Morgan-2048,XGB,1,0,5.93,6.044515609741211,0.11451560974121122
LVGJWOUPWIVHGT-VKJFTORMSA-N,O=c1c2[nH]cnc2ncn1Cc1nc(C2C3C=C(c4ccc5[nH]ncc5c4)CC32)no1,Morgan-2048,XGB,1,0,7.81,7.509242534637451,0.30075746536254844
LYNYBISSXARLGD-UHFFFAOYSA-N,O=C(Cc1cccc2[nH]c(=O)[nH]c(=O)c12)Nc1nc(-c2ccccc2)cs1,Morgan-2048,XGB,1,0,7.29,7.345643520355225,0.055643520355224574
LZRMYUSAULVNHO-WCQYABFASA-N,O=c1c2[nH]cnc2cnn1Cc1nc(C2COC(c3ccccc3)C2)no1,Morgan-2048,XGB,1,0,7.265000000000001,7.632058620452881,0.3670586204528803
MALXQNURGIETDN-UHFFFAOYSA-N,O=C(NCc1cnn(-c2ccccc2)c1)C1CCC1S(=O)(=O)c1ccccc1,Morgan-2048,XGB,1,0,7.215,7.476907730102539,0.2619077301025392
MDZCDAYNNUPZDO-NQZBTDCJSA-N,O=C(NCc1cc(-c2cncnc2)nc(C2CC2)n1)C1CCCN1S(=O)(=O)c1ccccc1,Morgan-2048,XGB,1,0,8.3,7.301840305328369,0.9981596946716316
MHVONIOEJOVODB-UHFFFAOYSA-N,c1ccc(Oc2ncnc3[nH]ccc23)cc1,Morgan-2048,XGB,1,0,5.52,5.973016262054443,0.4530162620544438
MJFAWSAGOMZKPI-RAXQPMNESA-N,O=C(Cc1coc2[nH]c(=O)[nH]c(=O)c12)N=c1[nH]c(-c2ccccc2)cs1,Morgan-2048,XGB,1,0,7.05,7.030170440673828,0.019829559326171697
MJLDVLCZYBQYAL-UHFFFAOYSA-N,O=C(Cc1coc2[nH]c(=O)[nH]c(=O)c12)Nc1nc(-c2ccccc2)cs1,Morgan-2048,XGB,1,0,8.12,8.08465576171875,0.03534423828124922
MJYWLKTXRPVKEZ-MSOLQXFVSA-N,O=C(Cc1cnn(-c2cccnc2)c1)NC1CCC1S(=O)(=O)c1ccccc1,Morgan-2048,XGB,1,0,7.73,6.8115434646606445,0.9184565353393559
MKFGBLWMDLQLDI-GRTSSRMGSA-N,O=C(Cn1cnc2[nH]c(=O)[nH]c(=O)c21)Nc1ccnc(-c2cnc(N3CC4CC4C3)nc2)n1,Morgan-2048,XGB,1,0,8.15,8.150368690490723,0.000368690490722301
MLVMMKNPHXPAAR-SUMWQHHRSA-N,O=c1c2cccnc2cnn1Cc1nc(C2COC(c3ccccc3)C2)no1,Morgan-2048,XGB,1,0,7.835,7.607147216796875,0.22785278320312496
MRBQQESZUMBYBU-OXFYSEKESA-N,C1=C(CCC2CCCOO2)CCCC1,Morgan-2048,XGB,1,0,4.53,5.053922653198242,0.5239226531982419
MRJQAVHTQSPKOG-HALDLXJZSA-N,O=c1[nH]cnc2cnn(Cc3nc(C4C5CN(c6ccccc6)CC54)no3)c12,Morgan-2048,XGB,1,0,6.45,7.804805278778076,1.354805278778076
MWVJVARWBHTASX-LALPHHSUSA-N,O=c1c2[nH]cnc2ncn1Cc1nc(C2C3Oc4ccccc4C32)no1,Morgan-2048,XGB,1,0,7.32,6.346629619598389,0.9733703804016116
MZBAUWHFVTWOCF-UHFFFAOYSA-N,c1ccc(-c2n[nH]c3cc(NC4CCN(CC5CC5)CC4)cnc23)cc1,Morgan-2048,XGB,1,0,5.33,7.243791580200195,1.9137915802001952
MZGUKCQKDCDZDA-NSHDSACASA-N,O=c1c2ccsc2ncn1Cc1nnn(CCc2ccc3c(c2)OCO3)n1,Morgan-2048,XGB,1,0,7.55,7.347925186157227,0.20207481384277326
NASBLTGMHKILDI-LBPRGKRZSA-N,O=C(Cn1cnc2[nH]c(=O)[nH]c(=O)c21)Nc1csc(-c2cccnc2)n1,Morgan-2048,XGB,1,0,8.52,8.536455154418945,0.01645515441894574
NFNBZWYHKFLQAP-UHFFFAOYSA-N,O=C1C2=C(NC(=S)NC2c2ccccc2)c2ccccc21,Morgan-2048,XGB,1,0,5.51,5.778683662414551,0.268683662414551
NGORHOBBMAHQFE-LAQFHYBYSA-N,O=c1c2[nH]cnc2ncn1Cc1nc(C2C3CN(c4ccccc4)CC32)no1,Morgan-2048,XGB,1,0,7.43,7.64314603805542,0.2131460380554202
NHHOKCAEWOGISL-NFOMZHRRSA-N,O=C(Cn1cnc2[nH]c(=O)[nH]c(=O)c21)Nc1cncc(-c2cnc(N3CC4CC4C3)cn2)n1,Morgan-2048,XGB,1,0,7.68,8.040595054626465,0.36059505462646513
NHXPTCSMIZELNE-UHFFFAOYSA-N,c1ccc(Oc2ncnc3[nH]ccc23)cc1,Morgan-2048,XGB,1,0,5.8,5.961223125457764,0.16122312545776385
NIKXCFKCQIOJGE-IGEOTXOUSA-N,O=C(Cn1cnc2[nH]c(=O)[nH]c(=O)c21)Nc1csc(-c2ccc(N3CC4CC4C3)nc2)n1,Morgan-2048,XGB,1,0,8.4,8.665721893310547,0.2657218933105465
NLWIALKJQZYZKG-UHFFFAOYSA-N,O=c1c2[nH]cnc2ncn1Cc1nn(CCc2ccccc2)c(=O)o1,Morgan-2048,XGB,1,0,6.24,6.592854022979736,0.3528540229797361
NMXYAUFQQIWAEC-MQMHXKEQSA-N,O=c1c2[nH]cnc2ncn1Cc1nn(C2CC(Oc3ccccc3)C2)c(=O)o1,Morgan-2048,XGB,1,0,7.25,6.857090473175049,0.39290952682495117
NPEFTSHDWRRIGK-QWHZDKJVSA-N,O=c1c2cccnc2ncn1Cc1nc(C2C3CN(c4ccccn4)CC32)no1,Morgan-2048,XGB,1,0,7.674999999999999,7.588413238525391,0.08658676147460831
NQEUZZGRELLFAS-JJRVBVJISA-N,O=c1c2[nH]cnc2ncn1Cc1nc(C2C3C=C(c4ccccc4)CC32)no1,Morgan-2048,XGB,1,0,7.985,7.271328449249268,0.7136715507507327
NQPPCJDUDWGYDN-MSRIBSCDSA-N,O=c1c2[nH]cnc2ncn1Cc1nc(C2C3CN(c4ccccc4)CC32)no1,Morgan-2048,XGB,1,0,7.85,7.428163051605225,0.42183694839477504
NSMVPLGFGKOGBJ-ZHRRBRCNSA-N,O=C(NCc1cc(-c2cccnc2)ncn1)C1CCCN1S(=O)(=O)c1ccccc1,Morgan-2048,XGB,1,0,7.42,7.292718887329102,0.12728111267089837
NTYRFIKFQBKXPB-JEYLPNPQSA-N,O=C(Cn1cnc2[nH]c(=O)[nH]c(=O)c21)Nc1cncc(-c2cnc(N3CC4CC4C3)nc2)n1,Morgan-2048,XGB,1,0,8.22,8.083830833435059,0.13616916656494205
NWSIRYGEZSHVOK-JPYJTQIMSA-N,O=C(NCc1cc(-c2ccccc2)ncn1)C1CCCN1S(=O)(=O)c1ccccc1,Morgan-2048,XGB,1,0,7.875,7.396937847137451,0.47806215286254883
NXHKYBGXKCFXET-UHFFFAOYSA-N,O=C(Nc1ccccc1)c1cccs1,Morgan-2048,XGB,1,0,5.64,5.829529762268066,0.18952976226806673
NZKRDROSRYWYIZ-AOIWGVFYSA-N,O=c1c2[nH]c(NC3COC3)nc2ncn1Cc1nc(C2C3C=C(c4ccccc4)CC32)no1,Morgan-2048,XGB,1,0,7.175,7.366470813751221,0.19147081375122088
OCRMZDPHJXSESH-BXHXUVEDSA-N,O=c1c2[nH]cnc2ncn1Cc1nc(C2CC(c3ccccc3)C2)no1,Morgan-2048,XGB,1,0,7.05,7.272054195404053,0.2220541954040529
ODUIXUGXPFKQLG-QWRGUYRKSA-N,O=C(c1csc(Nc2ccccc2)n1)N1CCCCC1,Morgan-2048,XGB,1,0,4.6,6.885087490081787,2.2850874900817875
OIMOSWUWUIXKEC-UTKZUKDTSA-N,O=C(NCc1cc(-c2ccccc2)ncn1)C1CCCN1S(=O)(=O)c1ccccc1,Morgan-2048,XGB,1,0,7.64,7.110414505004883,0.5295854949951169
OOILCLJLPGNGBY-XLIONFOSSA-N,O=C(NCc1ccnc(-c2cncnc2)c1)C1CCCN1S(=O)(=O)c1ccccc1,Morgan-2048,XGB,1,0,6.94,7.587635040283203,0.6476350402832027
OXAKNBOUQBFWOU-FQEVSTJZSA-N,O=C(CNS(=O)(=O)c1ccccc1)NCc1cccc(-c2cnc(N3CCCC3)nc2)c1,Morgan-2048,XGB,1,0,7.34,6.970301628112793,0.3696983718872069
PAEBEJVPSADOMC-QHCPKHFHSA-N,O=C(NCC(Cc1ccccc1)N1CCCCC1)C1(c2ccccc2)CCCC1,Morgan-2048,XGB,1,0,5.72,7.871389389038086,2.151389389038086
PDCHRYNMRDSNLJ-PBHICJAKSA-N,O=C(NCc1cnn(-c2cncnc2)c1)C1CCCN1S(=O)(=O)c1ccccc1,Morgan-2048,XGB,1,0,6.9,7.145914554595947,0.2459145545959469
PHGQTOSVXWSIQY-OAHLLOKOSA-N,O=S(=O)(c1ccccc1)N1CCCC1c1ccccc1,Morgan-2048,XGB,1,0,6.46,6.288885593414307,0.17111440658569332
PIHLKVAETFVCON-UOXRKKOCSA-N,O=C(NCc1cc(-c2cncnc2)ccn1)C1CCCN1S(=O)(=O)c1ccccc1,Morgan-2048,XGB,1,0,7.48,7.404490947723389,0.07550905227661175
PIMAYQFCABRHBK-UHFFFAOYSA-N,O=c1c2cccnc2ncn1Cc1nc(CCc2ccccc2)no1,Morgan-2048,XGB,1,0,7.26,7.302556991577148,0.04255699157714865
PJRBIKOPYKCNRH-ZETCQYMHSA-N,O=c1[nH]c(=O)c2[nH]cnc2[nH]1,Morgan-2048,XGB,1,0,8.3,8.052214622497559,0.24778537750244212
PJYBQLCOMOPZIT-UHFFFAOYSA-N,c1ccc(-c2ccc3[nH]ncc3c2)cc1,Morgan-2048,XGB,1,0,6.79,5.200791358947754,1.5892086410522461
PKSXAPBVYBUCIY-UHFFFAOYSA-N,c1ccc(-c2cn3ccccc3n2)cc1,Morgan-2048,XGB,1,0,6.66,6.589685916900635,0.07031408309936538
PLCMBEBJCVWYCS-UHFFFAOYSA-N,O=C(Cc1cccc2c1C(=O)NC2=O)Nc1nc(-c2ccccc2)cs1,Morgan-2048,XGB,1,0,6.3,6.6490325927734375,0.3490325927734377
PMWFGSNDBSNHJI-ZDUSSCGKSA-N,O=C(Cn1cnc2[nH]c(=O)n(Cc3ccon3)c(=O)c21)Nc1csc(-c2cccnc2)n1,Morgan-2048,XGB,1,0,8.52,8.775650024414062,0.2556500244140629
PQLZHXGPCNTDOI-GXTWGEPZSA-N,O=c1c2ccnn2ncn1Cc1nc(C2COC(c3ccccc3)C2)no1,Morgan-2048,XGB,1,0,8.79,8.553176879882812,0.23682312011718665
PUBSTYZERDDJIW-UHFFFAOYSA-N,O=C1C2=C(NC(=S)NC2c2ccccc2)c2ccccc21,Morgan-2048,XGB,1,0,6.19,6.056563377380371,0.1334366226196293
PUOGINDCHOJOMG-APWZRJJASA-N,O=C(NCc1cc(N2CCCCC2)ncn1)C1CCCN1S(=O)(=O)c1ccccc1,Morgan-2048,XGB,1,0,6.36,6.897313117980957,0.5373131179809567
PVFZUNSYFRTUGN-OIBJUYFYSA-N,c1csc(CC2CCCCC2)n1,Morgan-2048,XGB,1,0,6.33,6.520137786865234,0.1901377868652343
PVRXMDUFHCZPHZ-UHFFFAOYSA-N,c1ccc(-c2ccc3[nH]ncc3c2)cc1,Morgan-2048,XGB,1,0,6.99,6.028762340545654,0.9612376594543459
PWBYWHFGCWTQNI-VQTJNVASSA-N,O=c1c2[nH]cnc2ncn1Cc1nc(C2COC(c3ccc(-c4ccccc4)cc3)C2)no1,Morgan-2048,XGB,1,0,6.32,7.463815689086914,1.1438156890869138
PXKKQBVIUIPCPW-NNGSBXSVSA-N,O=C(Cn1cnc2[nH]c(=O)[nH]c(=O)c21)Nc1cccc(-c2cnc(N3CC4CC4C3)nc2)n1,Morgan-2048,XGB,1,0,9.0,8.29089069366455,0.7091093063354492
PYCVZEBMKNOBEX-MUWWLHTESA-N,O=c1c2[nH]nnc2ncn1Cc1nc(C2CC(c3ccccc3)C2)no1,Morgan-2048,XGB,1,0,6.699999999999999,7.540541172027588,0.8405411720275886
PYUVYRLBAXWGIL-UZLBHIALSA-N,O=C(NCc1cccc(-c2cnccn2)c1)C1CCCN1S(=O)(=O)c1ccccc1,Morgan-2048,XGB,1,0,7.89,7.684260368347168,0.2057396316528317
PZLMINJQTMOPFT-UHFFFAOYSA-N,O=c1c2cccnc2ncn1Cc1nn(CCc2ccccc2)c(=O)o1,Morgan-2048,XGB,1,0,8.05,7.611257076263428,0.438742923736573
QANDLGIRCKMBGX-UHFFFAOYSA-N,O=C(Cc1cccc2[nH]c(=O)[nH]c(=O)c12)Nc1nc(-c2ccccc2)cs1,Morgan-2048,XGB,1,0,7.27,7.355404376983643,0.085404376983643
QBTYAOFNADKROF-CMPLNLGQSA-N,c1cncc(CC2CCCCC2)c1,Morgan-2048,XGB,1,0,7.0,6.3327436447143555,0.6672563552856445
QBWAUZYYCCITQO-XLIONFOSSA-N,O=C(NCc1cc(-c2cncnc2)ccn1)C1CCCN1S(=O)(=O)c1ccccc1,Morgan-2048,XGB,1,0,6.82,7.176418304443359,0.3564183044433591
QEHXVVXHOKWNFT-SWLSCSKDSA-N,O=c1c2[nH]nnc2ccn1Cc1nc(C2COC(c3ccccc3)C2)no1,Morgan-2048,XGB,1,0,8.504999999999999,8.182384490966797,0.32261550903320213
QFPHKALUCGSAJI-UHFFFAOYSA-N,O=c1c2cccnc2ncn1Cc1nc(CCc2cccnc2)no1,Morgan-2048,XGB,1,0,5.67,6.6462202072143555,0.9762202072143555
QGFCPNANNXPVLI-IPVJXJPOSA-N,O=c1c2ccncc2ncn1Cc1nc(C2CC(c3ccccc3)C2)no1,Morgan-2048,XGB,1,0,7.51,6.9648590087890625,0.5451409912109373
QGHXAKRXUBZBBB-DZGCQCFKSA-N,O=c1c2[nH]cnc2ncn1Cc1nc(C2COC(c3ccccc3)C2)no1,Morgan-2048,XGB,1,0,7.54,7.57715368270874,0.0371536827087402
QGIXOJCLJSPCPO-UHFFFAOYSA-N,c1ccc(Nc2n[nH]c3cccnc23)cc1,Morgan-2048,XGB,1,0,6.48,6.714903831481934,0.23490383148193317
QIFKHTVCZJXBND-JEYLPNPQSA-N,O=C(Cn1cnc2[nH]c(=O)[nH]c(=O)c21)Nc1csc(-c2ccc(N3CC4CC4C3)nc2)n1,Morgan-2048,XGB,1,0,8.7,8.43285083770752,0.26714916229247976
QJJFPLPNPVMYFT-CTNGQTDRSA-N,O=C(NCc1cccc(-c2cccnc2)c1)C1CCCN1S(=O)(=O)c1ccccc1,Morgan-2048,XGB,1,0,7.8,7.686649322509766,0.1133506774902342
QNQAJPYYMAPRBO-UHFFFAOYSA-N,c1ccc(Nc2n[nH]c3ccccc23)cc1,Morgan-2048,XGB,1,0,4.93,6.183482646942139,1.253482646942139
QOENQLQNUIKJBK-UHFFFAOYSA-N,O=c1c2cccnc2ncn1Cc1nn(CCc2ccccc2)c(=O)o1,Morgan-2048,XGB,1,0,7.92,7.263580322265625,0.6564196777343749
QRHSEUYZXNXRAQ-QFIPXVFZSA-N,O=C(NCc1cn(-c2ccccc2)c(=O)[nH]c1=O)C1CCCN1S(=O)(=O)c1cc2ccccc2o1,Morgan-2048,XGB,1,0,7.62,7.3108439445495605,0.30915605545043956
QSDHOQUBCGWXAS-SWLSCSKDSA-N,O=c1c2cccnc2ncn1Cc1nc(C2COC(c3ccccc3)C2)no1,Morgan-2048,XGB,1,0,8.325,8.073805809020996,0.2511941909790032
QTRILORKJOOALG-KWUMSVIQSA-N,O=c1c2ccncc2ncn1Cc1nc(C2CC(c3ccccc3)C2)no1,Morgan-2048,XGB,1,0,6.72,7.242034435272217,0.522034435272217
QUCBMVALSQJJDY-WIBUTAKZSA-N,O=C1C=C(CCC2CCCOO2)CCC1,Morgan-2048,XGB,1,0,4.66,5.09130334854126,0.4313033485412596
QWJYOLGDDWGWEX-WOSRLPQWSA-N,O=c1c2[nH]cnc2ncn1Cc1nc(C2C3C=C(c4ccccc4)CC32)no1,Morgan-2048,XGB,1,0,8.21,7.440178871154785,0.7698211288452157
QXOZMIUQRZZTIE-UHFFFAOYSA-N,O=C(CNC(=O)c1ccccc1)c1ccccc1,Morgan-2048,XGB,1,0,6.4,5.514134407043457,0.8858655929565433
RAFUPNMBANCSLG-YEORSEQZSA-N,O=c1c2[nH]cnc2ncn1Cc1nc(C2CC(Oc3ccccc3)C2)no1,Morgan-2048,XGB,1,0,7.4,7.037519931793213,0.36248006820678746
RAHSUIGYUWDUOC-UHFFFAOYSA-N,O=c1[nH]c(=O)c2[nH]cnc2[nH]1,Morgan-2048,XGB,1,0,8.1,7.48795747756958,0.6120425224304196
RFXWMKXVVDBBLS-UHFFFAOYSA-N,O=c1c2[nH]ccc2ncn1Cc1nn(CCc2ccccc2)c(=O)o1,Morgan-2048,XGB,1,0,6.78,6.712714672088623,0.0672853279113772
RGGJFJAOYSJEKN-JOCQHMNTSA-N,O=c1c2[nH]cnc2ncn1Cc1nc(C2CC(c3ccccc3)C2)no1,Morgan-2048,XGB,1,0,6.71,7.080111503601074,0.37011150360107425
RGXNECXVRZKGGH-UOXRKKOCSA-N,O=C(NCc1ccnc(-c2cncnc2)c1)C1CCCN1S(=O)(=O)c1ccccc1,Morgan-2048,XGB,1,0,8.785,7.785212516784668,0.9997874832153322
RIUFXWHYQAUEAO-UHFFFAOYSA-N,c1ccc(-c2n[nH]c3ccccc23)cc1,Morgan-2048,XGB,1,0,6.16,6.168513298034668,0.008513298034667827
RKUSVOSNDTWJFP-QFIPXVFZSA-N,O=C(NCc1c[nH]c(=O)c(-c2cccnc2)c1)C1CCCN1S(=O)(=O)c1cc2ccccc2o1,Morgan-2048,XGB,1,0,6.68,7.363309860229492,0.6833098602294925
ROPFVCZNOGJJTP-FOLVSLTJSA-N,O=c1c2[nH]cnc2ncn1Cc1nc(C2C3CN(c4ccccc4)CC32)no1,Morgan-2048,XGB,1,0,6.57,7.350561141967773,0.7805611419677732
RPYNGOUXKHDDOG-APWZRJJASA-N,O=C(NCc1cccc(-n2cccn2)c1)C1CCCN1S(=O)(=O)c1ccccc1,Morgan-2048,XGB,1,0,6.99,7.176846027374268,0.18684602737426736
RSEKKORVKIXWHN-BXHXUVEDSA-N,O=c1c2[nH]cnc2ncn1Cc1nc(C2CC(c3ccccc3)C2)no1,Morgan-2048,XGB,1,0,6.5,7.399378299713135,0.8993782997131348
RTOPZEJDITVXGI-MNZLEMJZSA-N,O=c1c2cccnc2cnn1Cc1nc(C2C3CN(c4ccccc4)CC32)no1,Morgan-2048,XGB,1,0,8.184999999999999,7.583539009094238,0.6014609909057604
RVDABDCXJORPND-UHFFFAOYSA-N,O=c1oc(Cc2cnc3sccn3c2=O)nn1CCc1ccccc1,Morgan-2048,XGB,1,0,7.19,6.605233192443848,0.5847668075561527
SAMJQPAXJHTPPP-UHFFFAOYSA-N,O=c1c2cccnc2ncn1Cc1nc(CCc2ccccc2)no1,Morgan-2048,XGB,1,0,6.904999999999999,6.858448505401611,0.04655149459838803
SBWZTTUKCJUALE-SWLSCSKDSA-N,O=c1c2cccnc2ncn1Cc1nc(C2COC(c3ccccc3)C2)no1,Morgan-2048,XGB,1,0,7.82,7.913163185119629,0.09316318511962862
SCPVZTYGMSQVAC-XMCHAPAWSA-N,O=C(NCc1cc(-c2cccnc2)ncn1)C1CC2CC2N1S(=O)(=O)c1ccccc1,Morgan-2048,XGB,1,0,6.81,6.9948625564575195,0.18486255645751992
SELZLURRXNIGSN-JXFKEZNVSA-N,O=C(Cn1cnc2[nH]c(=O)n(Cc3ccon3)c(=O)c21)Nc1cccc(-c2cnc(N3CCCC3)nc2)n1,Morgan-2048,XGB,1,0,9.0,8.716057777404785,0.28394222259521484
SEZSWZYJAHZVBQ-UHFFFAOYSA-N,O=C(Cc1cccc2[nH]c(=O)[nH]c(=O)c12)Nc1nc(-c2ccccc2)cs1,Morgan-2048,XGB,1,0,7.7,7.440159797668457,0.25984020233154315
